,carat,cut,color,clarity,depth,table,price,x,y,z
30236,0.33,Ideal,E,VS2,62.4,55,723,4.4,4.42,2.75
24903,1.5,Premium,F,VS2,62.4,57,13333,7.38,7.29,4.58
17904,1.34,Very Good,D,SI2,62.3,59,7230,6.99,7.03,4.37
23321,1.55,Good,H,VS2,61,61,11364,7.42,7.47,4.54
25071,1.16,Ideal,F,VVS1,61.5,56,13595,6.76,6.81,4.17
31190,0.32,Good,D,SI1,63.8,56,756,4.35,4.33,2.77
15060,0.3,Premium,F,VS2,61.6,58,605,4.29,4.31,2.65
25207,2.09,Ideal,I,SI2,61.2,57,13807,8.19,8.27,5.04
19119,1,Ideal,G,VVS2,59.8,54,7885,6.58,6.54,3.92
44519,0.52,Premium,F,VS2,62.2,58,1600,5.12,5.17,3.2
23429,1.58,Ideal,H,VS2,63,56,11419,7.39,7.46,4.68
13117,1.21,Premium,G,SI2,60.3,58,5430,6.9,6.96,4.18
8632,1.02,Premium,G,SI1,62.6,59,4449,6.43,6.38,4.01
15608,1.21,Premium,E,SI1,60,60,6261,7.01,6.92,4.18
18492,1,Very Good,E,VS1,62.3,53,7528,6.35,6.39,3.97
408,0.31,Very Good,F,SI1,61.8,58,555,4.32,4.35,2.68
26266,2.01,Ideal,I,VS2,64.8,55,15729,7.91,7.87,5.12
40337,0.51,Ideal,E,SI2,61.3,61,1128,5.13,5.15,3.15
22704,0.3,Ideal,G,VS2,60.8,57,630,4.38,4.33,2.65
12545,1.23,Ideal,I,SI2,62.1,56,5269,6.88,6.84,4.26
31339,0.44,Premium,H,SI2,59.6,60,759,4.95,4.93,2.96
45108,0.5,Ideal,E,VS1,62.5,57,1649,4.99,5.05,3.14
32806,0.34,Ideal,E,VS1,61,57,805,4.49,4.52,2.75
11391,0.34,Ideal,E,SI1,62.3,57,596,4.48,4.51,2.8
21788,1.1,Ideal,G,VVS2,61,56,9856,6.69,6.73,4.09
43538,0.53,Ideal,I,VS1,62.3,56,1427,5.19,5.23,3.24
48760,0.5,Premium,F,VVS2,60.9,58,2016,5.13,5.09,3.11
49918,0.7,Ideal,H,SI1,61.2,56,2184,5.69,5.74,3.5
22610,1.7,Ideal,I,VS2,61.1,57,10662,7.7,7.66,4.69
25812,1.51,Premium,F,VS2,61.6,58,14817,7.35,7.32,4.52
19717,1.53,Ideal,H,SI1,61.9,58,8289,7.38,7.42,4.58
53720,0.55,Ideal,D,VVS2,61.6,56,2720,5.23,5.29,3.24
48708,0.7,Good,I,VS2,63.6,58,2010,5.57,5.59,3.55
35947,0.3,Ideal,F,SI1,62.3,54,475,4.3,4.34,2.69
12786,1.01,Good,H,VS2,64.4,58,5331,6.18,6.24,4
1225,1.24,Very Good,J,I1,61.9,55,2940,6.85,6.92,4.26
38099,0.36,Premium,E,VS2,59.8,62,1013,4.61,4.56,2.74
34261,0.3,Ideal,H,SI1,60.7,56,465,4.35,4.37,2.65
29514,0.32,Ideal,E,VS2,61.9,56,702,4.36,4.4,2.71
78,0.26,Very Good,D,VVS2,62.4,54,554,4.08,4.13,2.56
14421,1.2,Premium,H,SI1,60.8,60,5822,6.87,6.79,4.15
6268,0.9,Good,F,SI2,61.9,59,4013,6.09,6.12,3.78
50562,0.74,Very Good,G,SI2,63,56,2277,5.75,5.77,3.63
13861,1,Very Good,D,SI1,63.1,56,5645,6.34,6.3,3.99
39500,0.5,Ideal,F,SI2,61.6,54,1079,5.09,5.14,3.15
37142,0.4,Ideal,F,VVS2,61.1,57,972,4.73,4.8,2.91
3345,1.03,Premium,J,SI2,62,58,3378,6.47,6.52,4.03
37233,0.4,Premium,E,VS2,62.2,59,975,4.74,4.71,2.94
8159,1.13,Premium,F,SI2,62.3,59,4360,6.68,6.65,4.15
19629,1.51,Good,F,SI2,63.8,59,8245,7.22,7.18,4.59
53390,0.71,Ideal,E,SI1,61.7,56,2663,5.72,5.75,3.54
45934,0.5,Ideal,G,VS2,62.2,54,1721,5.12,5.07,3.17
18632,1.01,Ideal,D,VS2,60.6,57,7602,6.54,6.46,3.94
1185,0.71,Ideal,G,VVS1,61.7,57,2930,5.75,5.7,3.53
19789,1.06,Ideal,G,VVS2,61.7,56,8358,6.59,6.56,4.06
12080,0.94,Ideal,F,SI2,60.6,54,5159,6.39,6.34,3.86
13830,1.25,Very Good,H,SI2,61.6,54,5637,6.85,6.95,4.25
12693,0.38,Very Good,G,SI1,57.5,60,599,4.83,4.88,2.79
33837,0.3,Ideal,E,VVS1,62,57,844,4.29,4.32,2.67
37822,0.31,Ideal,E,IF,61.3,58,1002,4.37,4.4,2.69
38704,0.37,Ideal,E,VS2,62.6,56,1041,4.61,4.56,2.87
26230,2,Premium,I,VS2,59.5,62,15651,8.21,8.13,4.86
20571,1.21,Premium,F,VS1,62.5,60,8879,6.77,6.7,4.21
6859,0.8,Ideal,E,VS2,62.2,55,4126,5.95,5.98,3.71
5392,0.3,Premium,G,SI1,62.9,59,574,4.28,4.24,2.68
46493,0.52,Ideal,H,VVS1,60.4,57,1778,5.2,5.23,3.15
2351,0.7,Ideal,E,VS2,62.2,55,3172,5.64,5.67,3.52
34553,0.41,Ideal,G,VS1,61.2,57,870,4.77,4.8,2.93
32990,0.38,Premium,D,SI2,62.1,55,812,4.65,4.62,2.88
32728,0.31,Ideal,F,VS2,61.3,57,802,4.34,4.3,2.65
26675,0.34,Ideal,F,SI2,61.9,54,426,4.51,4.53,2.8
43191,0.55,Ideal,I,VS2,62.6,57,1393,5.21,5.23,3.27
16279,1.51,Good,J,SI1,64.1,61,6511,7.19,7.16,4.6
23491,1.58,Premium,H,VS1,61.7,59,11491,7.48,7.42,4.6
20558,1.2,Very Good,F,VS2,63.5,57,8870,6.73,6.65,4.25
18014,1.01,Premium,E,VS2,59.2,59,7287,6.67,6.6,3.93
51513,0.71,Very Good,I,VS2,61.1,60,2384,5.72,5.77,3.51
24662,1.25,Ideal,E,VVS2,60.9,60,13006,6.93,6.97,4.23
32710,0.31,Ideal,F,VS2,61.8,56,802,4.37,4.33,2.69
42012,0.58,Very Good,J,VS2,62.9,58,1266,5.3,5.32,3.34
32194,0.35,Premium,H,VS1,61.7,59,788,4.53,4.51,2.79
6801,0.98,Ideal,G,SI2,62.9,57,4116,6.33,6.29,3.97
43327,0.5,Very Good,F,VS2,62.6,54,1404,5.1,5.13,3.2
37090,0.41,Premium,E,SI1,62.4,58,969,4.77,4.75,2.97
41694,0.63,Good,F,SI2,64.2,56,1240,5.4,5.34,3.45
892,0.7,Ideal,F,VS1,61,55,2874,5.77,5.73,3.51
58,0.3,Very Good,I,SI1,62.6,57,405,4.25,4.28,2.67
9065,1,Fair,E,SI2,63,58,4516,6.35,6.26,3.97
15704,0.24,Very Good,F,VVS2,61.8,56,608,4.01,4.04,2.48
39704,0.58,Fair,F,SI2,64.7,56,1088,5.31,5.24,3.41
23230,1.1,Premium,D,VVS2,61.7,56,11233,6.65,6.64,4.1
38705,0.37,Premium,E,VS2,61.8,59,1041,4.6,4.56,2.83
33918,0.3,Premium,E,VS2,62.9,58,844,4.24,4.22,2.66
18215,1.5,Very Good,I,SI2,62.7,57,7392,7.28,7.35,4.59
29541,0.31,Ideal,D,VS1,62.1,56,704,4.3,4.36,2.69
7314,1,Very Good,G,SI2,62.8,57,4207,6.31,6.37,3.98
16333,1.01,Premium,F,VS2,59.3,62,6533,6.48,6.44,3.83
24317,2.01,Ideal,J,SI2,62.9,54,12565,8.03,8.07,5.06
16441,1.33,Premium,G,SI2,60.3,58,6565,7.16,7.19,4.33
21919,1.5,Ideal,F,SI2,62.9,55,9996,7.28,7.26,4.57
32619,0.3,Ideal,H,VS2,62,57,457,4.27,4.31,2.66
26218,2.1,Premium,I,SI1,59.9,61,15615,8.34,8.26,4.97
35134,0.41,Very Good,D,VS2,62.5,60,889,4.72,4.75,2.96
9900,1.21,Premium,I,SI2,62.3,59,4686,6.82,6.77,4.23
22049,0.31,Good,I,VS1,63.9,56,628,4.3,4.28,2.74
42156,0.59,Very Good,H,SI1,62.8,56,1283,5.35,5.38,3.37
50465,0.72,Ideal,E,SI1,59.8,57,2265,5.86,5.91,3.52
47790,0.46,Premium,D,VVS1,60,59,1898,5,5.04,3.01
47119,0.62,Ideal,H,VS1,61.8,54,1828,5.5,5.53,3.41
3084,0.95,Very Good,J,VS2,63.5,56,3314,6.24,6.27,3.97
30977,0.37,Ideal,F,VS2,60.6,56,746,4.63,4.64,2.81
37744,0.5,Premium,D,SI2,62.9,58,997,5.06,5.01,3.17
13836,1,Ideal,D,SI1,62.8,55,5639,6.3,6.38,3.98
51433,0.73,Very Good,D,SI2,60.3,60,2374,5.82,5.89,3.53
12401,1.12,Premium,D,SI2,60.5,59,5233,6.72,6.76,4.08
33898,0.3,Ideal,E,VS2,62.5,56,844,4.3,4.28,2.68
43742,0.51,Good,H,VS1,63.7,55,1438,5.07,5.1,3.24
51636,0.31,Ideal,G,VS2,62.4,54,544,4.36,4.39,2.73
45027,0.54,Ideal,G,VS2,60.4,57,1637,5.33,5.26,3.2
12064,1.08,Ideal,H,SI1,59.7,60,5154,6.71,6.69,4
26159,2.01,Premium,I,VS1,61.5,62,15475,8.07,7.94,4.92
18659,1.11,Premium,F,VS1,60.7,59,7623,6.64,6.61,4.02
23527,1.56,Ideal,H,VS2,61.5,56,11531,7.46,7.5,4.6
7967,1.09,Premium,G,SI1,61.8,59,4322,6.59,6.53,4.06
7245,1.11,Ideal,E,SI2,62,57,4196,6.67,6.63,4.12
6183,0.97,Premium,F,SI2,59.9,59,3993,6.45,6.38,3.84
15932,1.01,Premium,G,VVS2,61.9,58,6371,6.48,6.38,3.98
35893,0.32,Ideal,G,IF,61,57,918,4.44,4.48,2.72
2478,0.81,Premium,G,VS2,61.4,60,3193,6.02,5.99,3.69
15945,1.24,Premium,E,SI2,61.1,59,6377,6.99,6.89,4.24
42359,0.5,Very Good,H,VS2,62.3,58,1302,5.05,5.12,3.17
6416,1,Very Good,H,SI2,62.5,58,4042,6.27,6.36,3.95
16906,1.18,Ideal,I,VVS1,62.6,54,6750,6.74,6.78,4.23
17539,1.5,Premium,F,SI2,62.4,58,7056,7.31,7.24,4.54
24539,1.51,Fair,E,VS2,65,58,12829,7.06,7.12,4.61
40391,0.53,Very Good,F,SI2,60.5,60,1132,5.19,5.23,3.15
4206,0.72,Ideal,F,VS2,61.8,56,3564,5.72,5.74,3.54
6148,0.96,Premium,D,SI2,60,60,3989,6.47,6.43,3.87
25964,2.01,Premium,G,SI2,62.3,60,15147,8.04,7.97,4.99
14330,1.03,Ideal,D,SI1,61,57,5804,6.48,6.53,3.97
41364,0.52,Premium,F,SI2,61.7,58,1219,5.16,5.12,3.17
982,0.7,Very Good,F,VS1,61.8,59,2895,5.66,5.76,3.53
32646,0.31,Premium,H,VVS2,61.9,58,802,4.36,4.33,2.69
42471,0.53,Ideal,D,SI2,61.6,55,1316,5.21,5.24,3.22
30766,0.25,Premium,E,VVS1,62.9,59,740,4.02,3.99,2.52
34702,0.43,Ideal,I,VVS2,62.6,57,874,4.79,4.82,3.01
2774,0.7,Ideal,G,VS2,61.6,57,3253,5.7,5.73,3.53
12765,0.9,Very Good,F,VS1,61.2,56,5324,6.18,6.23,3.8
6274,1.12,Premium,E,I1,61,59,4014,6.74,6.7,4.1
16060,1.01,Ideal,F,VS2,61,57,6416,6.38,6.5,3.93
40329,0.53,Good,E,SI2,63,60,1127,5.11,5.14,3.23
31030,0.31,Premium,F,VS2,60.7,61,749,4.4,4.36,2.66
18919,1.38,Ideal,F,SI2,62,58,7767,7.12,7.17,4.43
21780,1.57,Premium,I,VS2,62.5,58,9847,7.5,7.42,4.66
21165,1,Very Good,E,VVS2,61.7,55,9324,6.38,6.42,3.95
15327,1.22,Premium,H,SI1,62.4,58,6153,6.82,6.77,4.24
27743,2.04,Premium,H,SI1,58.1,60,18795,8.37,8.28,4.84
30009,0.43,Very Good,H,SI1,61.5,58,716,4.8,4.86,2.97
41482,0.39,Premium,F,VVS1,59.7,58,1232,4.73,4.75,2.83
11733,1.01,Ideal,E,SI1,62.2,56,5068,6.43,6.4,3.99
50502,0.6,Ideal,H,IF,61.9,56,2270,5.4,5.45,3.36
1656,0.73,Very Good,F,SI1,61.3,56,3023,5.78,5.84,3.56
6154,0.93,Ideal,D,SI2,62.5,55,3990,6.2,6.24,3.89
32936,0.37,Premium,E,VS2,61,59,811,4.59,4.63,2.81
23585,1.24,Ideal,G,VVS2,61.1,56,11601,6.94,6.97,4.25
39961,0.5,Good,J,VVS2,64.1,57,1105,5,4.95,3.19
49559,0.6,Very Good,G,VVS2,62.2,56,2130,5.39,5.42,3.36
49629,0.32,Ideal,J,VS1,61.3,57,540,4.43,4.41,2.71
11290,1.01,Good,D,SI1,62.9,57,4977,6.34,6.37,4
33051,0.3,Ideal,F,VVS1,62.5,57,814,4.26,4.29,2.67
25140,2.22,Premium,J,SI2,61.8,58,13703,8.42,8.31,5.17
14671,1.28,Very Good,I,SI1,63.6,54,5920,6.87,6.9,4.38
29148,0.4,Ideal,I,SI1,61.2,55,692,4.77,4.8,2.93
6645,1.17,Premium,F,SI2,59.9,59,4092,6.82,6.86,4.1
21541,1.01,Very Good,E,VVS2,63.4,56,9642,6.32,6.37,4.02
21981,1.03,Ideal,F,VVS2,61.1,57,10049,6.51,6.54,3.99
22987,1.87,Premium,H,SI2,62.5,58,11037,7.86,7.81,4.9
12876,1.03,Premium,H,VS2,62.6,56,5364,6.43,6.38,4.01
49769,0.5,Premium,F,VVS2,61.9,58,2160,5.1,5.07,3.15
46051,0.57,Very Good,E,VS2,60.7,58,1732,5.37,5.33,3.25
11613,1.02,Ideal,H,SI1,61.7,57,5047,6.45,6.48,3.99
9139,1.13,Very Good,H,SI2,59.8,59,4537,6.75,6.82,4.06
29485,0.4,Very Good,G,SI1,62.8,60,702,4.66,4.7,2.94
5488,0.9,Ideal,G,SI1,62.6,56,3841,6.16,6.23,3.88
9495,1.05,Ideal,G,SI2,61.8,57,4608,6.51,6.57,4.04
44237,0.57,Ideal,H,VS2,60.2,59,1573,5.35,5.38,3.23
42632,0.53,Good,E,SI1,64.1,54,1332,5.11,5.16,3.29
19610,1.59,Ideal,J,VVS2,60.3,57,8227,7.65,7.58,4.59
29027,0.31,Ideal,H,VVS1,61.6,55,687,4.37,4.4,2.7
35907,0.38,Premium,G,VS2,59.7,62,918,4.68,4.66,2.79
4974,1.14,Good,I,SI2,60,65,3735,6.8,6.75,4.06
29515,0.32,Very Good,E,VS2,62,54,702,4.37,4.41,2.72
38897,0.38,Ideal,F,VVS2,60.3,55,1052,4.69,4.79,2.86
48162,0.7,Premium,H,SI2,62.9,61,1942,5.57,5.53,3.49
10010,1.01,Very Good,G,SI1,62.4,60,4707,6.34,6.39,3.97
37426,0.33,Ideal,G,IF,61.3,57,984,4.42,4.46,2.72
48934,0.57,Ideal,D,VS1,61.1,57,2043,5.33,5.37,3.27
40668,0.44,Ideal,G,VVS2,61.8,56,1155,4.94,4.9,3.04
47748,0.54,Very Good,D,VS2,61.1,55,1892,5.24,5.37,3.24
4455,0.88,Ideal,F,SI2,62.2,56,3619,6.11,6.17,3.82
12140,1,Very Good,E,SI1,63.5,61,5174,6.33,6.24,3.99
51506,0.72,Ideal,G,VS2,62,56,2383,5.75,5.79,3.58
17728,0.39,Ideal,E,SI2,61,55,614,4.74,4.77,2.9
15053,0.3,Premium,F,VS2,61.5,60,605,4.26,4.29,2.63
28386,0.33,Premium,I,VS1,61.6,60,668,4.45,4.42,2.73
45334,0.51,Premium,E,VS2,62.5,59,1662,5.09,5.08,3.18
35046,0.42,Ideal,I,VVS1,60.2,57,884,4.85,4.88,2.93
44124,0.5,Premium,E,VS2,62,58,1559,5.07,5.09,3.15
10802,1.06,Premium,F,SI1,62.4,58,4862,6.56,6.51,4.07
42356,0.51,Very Good,I,VS1,62.5,59,1301,5.1,5.14,3.2
3152,0.98,Fair,G,SI2,66.6,56,3332,6.12,6.02,4.04
43552,0.52,Ideal,F,VS2,60.3,57,1429,5.2,5.24,3.15
49772,0.5,Ideal,F,VVS2,62,55,2160,5.12,5.1,3.17
41102,0.51,Fair,F,SI1,65.2,57,1193,5.03,5.09,3.3
12580,1.2,Premium,H,SI2,62.3,58,5280,6.76,6.81,4.23
1116,0.73,Very Good,H,VS1,60.8,57,2916,5.8,5.83,3.54
37934,0.26,Very Good,G,VVS2,62.3,56,486,4.07,4.09,2.54
17184,1.21,Good,E,SI1,63.6,58,6861,6.65,6.77,4.27
968,1.19,Fair,H,I1,65.1,59,2892,6.62,6.55,4.29
32387,0.42,Very Good,F,VS2,60.1,61,790,4.84,4.88,2.92
38079,0.3,Ideal,E,VVS2,61.8,56,1013,4.33,4.31,2.67
25387,1.5,Ideal,F,VS2,60.4,57,14071,7.41,7.43,4.48
50421,0.55,Ideal,F,VVS2,60.7,56,2259,5.31,5.34,3.23
26410,2.03,Premium,H,SI2,61.6,58,15930,8.09,8.17,5.01
7071,0.33,Very Good,G,VS2,60.8,62,579,4.42,4.46,2.7
40201,0.39,Premium,E,VS2,60.9,60,1121,4.71,4.68,2.86
53708,0.72,Premium,D,SI1,61.8,58,2718,5.81,5.75,3.57
4840,0.9,Very Good,I,VS2,59.9,58,3709,6.17,6.22,3.71
44161,0.6,Very Good,G,SI1,63.1,57,1565,5.32,5.41,3.39
31665,0.33,Ideal,E,VS1,61.7,54,768,4.45,4.47,2.75
6087,1.02,Fair,H,SI1,64.6,55,3972,6.33,6.28,4.07
5286,0.71,Ideal,F,VS1,61.9,56,3799,5.66,5.72,3.53
37155,0.32,Ideal,D,VS2,61,56,972,4.46,4.42,2.71
19123,1.01,Ideal,F,VS1,62,57,7887,6.46,6.42,3.99
47678,0.51,Ideal,D,VS2,61.8,55,1882,5.16,5.1,3.17
13251,1.03,Ideal,E,SI1,62.1,56,5476,6.43,6.48,4.01
7183,0.9,Very Good,F,VS2,61.2,59,4186,6.2,6.26,3.81
15980,1.2,Premium,E,SI2,62.6,56,6397,6.84,6.77,4.26
10315,1.03,Premium,D,SI2,61.7,58,4764,6.5,6.47,4
8506,1.35,Ideal,J,SI1,61,55,4423,7.17,7.09,4.35
20957,1.54,Ideal,J,VVS2,62.8,58,9171,7.32,7.37,4.61
23953,1.61,Ideal,F,SI1,62.6,58,12085,7.44,7.48,4.67
23654,1.51,Ideal,H,VS2,61.9,59,11696,7.29,7.34,4.53
44619,0.5,Ideal,H,VVS2,60.4,55,1608,5.16,5.2,3.13
45864,0.5,Very Good,D,VS1,63.1,57,1715,5.04,5,3.17
4076,0.31,Very Good,D,SI1,61.7,59,571,4.31,4.35,2.67
41448,0.4,Ideal,G,IF,62,56,1229,4.73,4.76,2.94
30609,0.34,Very Good,G,SI2,62.8,59,447,4.45,4.47,2.8
16215,1.09,Ideal,G,VS2,62.3,57,6480,6.6,6.57,4.1
3368,0.27,Very Good,E,VS1,63.8,60,407,4.03,4.09,2.59
37404,0.38,Ideal,D,VS1,61.9,53.5,983,4.66,4.69,2.9
46708,0.7,Very Good,F,SI2,63.2,59,1792,5.66,5.61,3.56
23337,1.04,Premium,E,VVS1,60.9,58,11382,6.61,6.53,4
41202,0.4,Very Good,E,VVS2,60.5,58,1205,4.76,4.8,2.89
28429,0.3,Ideal,D,VS2,60.6,58,670,4.31,4.33,2.62
37074,0.41,Premium,F,SI1,59.8,59,969,4.85,4.82,2.89
42494,0.47,Very Good,E,VS2,62.6,57,1320,4.92,4.95,3.09
17203,1.2,Very Good,F,SI1,63.5,57,6872,6.65,6.74,4.25
31293,0.32,Ideal,D,VS2,61.9,55,758,4.41,4.44,2.74
31276,0.32,Very Good,I,VS2,63,57,449,4.33,4.37,2.74
6568,1.12,Premium,H,SI2,61,59,4077,6.72,6.66,4.08
49099,0.64,Good,F,VS2,59.3,60.7,2063,5.59,5.66,3.34
3447,1,Fair,F,SI1,68.7,55,3387,6.06,5.88,4.11
21459,1.53,Premium,J,VVS1,61.6,59,9555,7.39,7.35,4.54
12837,1.05,Ideal,I,VVS2,61.8,54,5352,6.55,6.57,4.05
52897,0.73,Ideal,G,SI2,61.8,56,2585,5.76,5.83,3.58
35203,0.33,Ideal,I,IF,62.1,55,891,4.44,4.41,2.75
30958,0.32,Ideal,I,VS2,62.5,57,449,4.35,4.39,2.73
17071,1.5,Premium,J,SI1,60.5,59,6806,7.38,7.47,4.49
3908,0.73,Ideal,F,VS1,61.4,55,3493,5.81,5.84,3.57
41589,0.23,Very Good,H,VVS2,59.2,61,389,4,4.04,2.38
33649,0.41,Very Good,G,VS2,60.5,56,834,4.81,4.85,2.92
35759,0.41,Very Good,D,VS2,62.1,53,912,4.78,4.82,2.98
19473,1.26,Ideal,H,SI1,61.9,57,8110,6.88,6.93,4.27
53919,0.76,Premium,I,VS1,59.3,62,2753,5.93,5.85,3.49
13057,1,Premium,F,SI1,60.6,62,5410,6.43,6.4,3.89
30762,0.25,Premium,E,VVS1,60.7,60,740,4.11,4.09,2.49
30845,0.33,Premium,H,VS1,61.9,58,743,4.45,4.43,2.75
6207,1,Premium,G,SI2,62.2,57,3998,6.29,6.25,3.9
51882,0.7,Very Good,H,VS2,62.8,58,2429,5.67,5.7,3.57
19138,1.26,Premium,D,SI1,59.5,59,7903,7.13,7.06,4.22
35459,0.32,Ideal,E,VS2,61.6,55,900,4.42,4.41,2.72
13504,1.01,Very Good,D,SI1,61.5,61,5542,6.37,6.47,3.95
40156,0.35,Ideal,G,IF,61.4,55,1116,4.59,4.56,2.81
17166,2,Good,G,I1,63.9,58,6854,7.99,7.91,5.08
7292,0.91,Very Good,H,VS2,62.8,58,4201,6.15,6.17,3.87
49609,0.7,Very Good,H,VS2,61.4,54,2138,5.77,5.66,3.51
46500,0.4,Ideal,E,VVS1,61.3,56,1778,4.75,4.78,2.92
50977,0.31,Very Good,E,SI1,58.3,60,544,4.48,4.51,2.62
20315,1.09,Ideal,F,VS1,61.7,57,8730,6.58,6.62,4.07
16530,1.05,Ideal,G,VS2,61.9,56,6604,6.56,6.52,4.05
53680,0.79,Ideal,I,VS2,63,58,2712,5.85,5.89,3.7
4440,0.73,Good,F,VVS2,59.5,61,3616,5.8,5.83,3.46
8681,1.02,Ideal,F,SI2,61,58,4457,6.48,6.51,3.96
46280,0.56,Very Good,E,VS2,61.7,56,1755,5.25,5.31,3.26
18156,1.05,Ideal,G,VS1,62.2,57,7357,6.49,6.51,4.04
52007,0.81,Ideal,I,VS2,62.4,54.8,2444,5.98,6.01,3.75
16186,1.22,Ideal,I,VS1,62.3,57,6469,6.81,6.85,4.25
33515,0.44,Very Good,F,SI1,62.8,59,829,4.88,4.91,3.07
32938,0.37,Ideal,E,VS2,61.9,53,811,4.62,4.65,2.87
34386,0.41,Very Good,F,VS2,62.6,57,863,4.71,4.74,2.96
26491,2.01,Fair,D,SI2,66.9,57,16086,7.87,7.76,5.23
51685,0.74,Very Good,G,SI2,63.3,57,2398,5.73,5.7,3.62
27700,0.32,Ideal,F,SI1,61.6,55,648,4.41,4.45,2.73
37737,0.37,Ideal,D,VVS2,61.6,54,997,4.61,4.64,2.85
25553,2.09,Ideal,H,SI1,60.6,57,14383,8.34,8.29,5.04
45057,0.58,Premium,E,SI1,62.7,58,1641,5.33,5.32,3.34
5171,0.91,Ideal,E,SI2,62.6,57,3772,6.13,6.18,3.85
31436,0.3,Ideal,H,IF,62,57,764,4.26,4.29,2.65
1402,0.25,Very Good,E,VVS2,62,56,560,4.05,4.08,2.52
18795,1.2,Ideal,G,VVS2,61.7,57,7688,6.84,6.79,4.2
8486,0.95,Very Good,D,SI2,60.1,61,4418,6.35,6.37,3.82
32097,0.33,Ideal,D,VS2,61.9,57,781,4.42,4.47,2.75
29221,0.34,Ideal,I,IF,61.3,55,695,4.52,4.55,2.78
49349,0.57,Ideal,F,VS2,60.7,56,2096,5.37,5.41,3.27
17446,1.01,Very Good,E,VS1,62.1,58,6997,6.39,6.45,3.99
18787,1.02,Very Good,F,VS1,63.6,60,7682,6.25,6.33,4
48832,0.61,Ideal,D,SI1,62,55,2029,5.47,5.44,3.38
39678,0.47,Premium,E,SI1,59.3,56,1087,5.07,5.05,3.02
43722,0.51,Ideal,H,VS1,62.7,57,1438,5.08,5.13,3.2
39631,0.34,Ideal,E,VVS1,62.2,56,1084,4.49,4.45,2.78
3511,1.14,Fair,J,SI2,64.4,55,3403,6.56,6.54,4.22
48597,0.7,Very Good,I,VS1,63.3,55,1995,5.64,5.6,3.56
33614,0.31,Very Good,G,SI1,60.4,58,462,4.39,4.42,2.66
7218,1.01,Premium,H,SI1,58.8,62,4191,6.59,6.54,3.86
44221,0.57,Premium,F,SI1,59.5,58,1571,5.43,5.36,3.21
16253,1.01,Ideal,F,VS2,62.6,57,6501,6.39,6.43,4.01
33391,0.31,Ideal,D,VVS2,61.5,56,828,4.39,4.43,2.71
29657,0.35,Very Good,G,VS1,61.2,56,706,4.53,4.56,2.78
17173,1.11,Ideal,G,VS2,61.2,56,6857,6.65,6.68,4.08
32493,0.39,Ideal,E,VS2,61.4,56,796,4.68,4.74,2.89
15149,1.01,Good,F,VS2,62.5,62,6089,6.32,6.38,3.97
49437,0.54,Ideal,F,VVS2,61,57,2109,5.26,5.3,3.22
34119,0.31,Ideal,E,VVS1,62.5,54,853,4.33,4.37,2.72
20340,1.22,Premium,G,VS1,62.2,59,8739,6.87,6.82,4.26
53403,0.71,Ideal,F,SI2,61.8,57,2667,5.69,5.72,3.53
5441,0.77,Very Good,G,VVS2,62.8,58,3829,5.84,5.78,3.65
28003,0.3,Premium,E,VS2,61.6,58,658,4.31,4.33,2.66
24084,1.53,Premium,G,VS2,61.3,58,12228,7.48,7.4,4.56
480,0.73,Premium,E,VS2,61.6,59,2821,5.77,5.73,3.54
52531,0.7,Ideal,I,VVS2,61.8,56,2530,5.69,5.75,3.54
21338,1.01,Ideal,E,VVS2,60,55,9479,6.6,6.56,3.95
30670,0.4,Very Good,F,SI1,62.8,59,737,4.71,4.72,2.96
12784,0.9,Very Good,D,VS1,60.3,58,5331,6.23,6.28,3.77
30043,0.3,Good,D,VVS2,61.6,63,719,4.23,4.27,2.62
23833,1.18,Ideal,E,VVS2,61.5,57,11906,6.8,6.75,4.17
50878,0.72,Premium,F,SI1,61.6,60,2314,5.79,5.73,3.55
23644,1.45,Very Good,F,VS2,62.6,58,11667,7.12,7.2,4.48
47561,0.71,Very Good,I,SI2,63.7,57,1875,5.64,5.67,3.6
19040,0.3,Ideal,F,VS1,62.5,57,621,4.26,4.28,2.67
13935,1.06,Ideal,H,VS2,60.5,57,5669,6.63,6.6,4
19989,1.29,Premium,G,VS2,61.9,58,8530,7.02,6.97,4.33
41661,0.5,Ideal,D,SI2,61.6,57,1239,5.1,5.13,3.15
21597,1.13,Premium,G,IF,61.2,59,9698,6.78,6.71,4.13
7232,1.01,Very Good,J,SI1,63,54,4194,6.35,6.41,4.02
14864,1.05,Very Good,G,VS2,63,57,5987,6.48,6.51,4.09
21798,1.02,Ideal,F,VVS2,60.9,56,9870,6.54,6.49,3.97
51416,0.76,Ideal,H,SI1,62.4,55,2371,5.87,5.83,3.65
14758,1.01,Ideal,D,SI1,62,57,5939,6.44,6.37,3.97
47940,0.6,Premium,E,VS2,59.9,61,1915,5.53,5.48,3.3
30141,0.32,Premium,G,VS2,62.4,59,720,4.36,4.33,2.71
31243,0.31,Ideal,F,VS2,61.6,55,757,4.38,4.39,2.7
42995,0.54,Ideal,G,SI1,62,54,1368,5.25,5.27,3.26
34673,0.41,Very Good,H,VVS2,62.4,54,873,4.75,4.77,2.97
1682,0.74,Ideal,H,VS1,61.6,55,3030,5.79,5.83,3.58
41729,0.41,Ideal,E,VVS2,62.2,54,1243,4.79,4.76,2.97
13856,1,Premium,G,VS2,62,62,5645,6.41,6.36,3.96
