,carat,cut,color,clarity,depth,table,price,x,y,z,set
20229,1.21,Premium,F,VS2,61.6,58,8660,6.88,6.79,4.21,1
20233,1.01,Ideal,G,VVS2,61.6,54,8662,6.51,6.55,4.02,1
20234,1.47,Very Good,H,SI1,62.9,58,8663,7.18,7.23,4.53,1
20235,1.7,Premium,I,SI1,58.6,59,8663,7.79,7.75,4.55,1
20237,1.01,Very Good,E,VS1,57.7,62,8668,6.57,6.63,3.81,1
20238,1.5,Premium,H,SI1,61.6,58,8669,7.33,7.38,4.53,1
20240,1.2,Premium,F,VS1,61.8,59,8669,6.79,6.76,4.19,1
20241,1.37,Premium,H,VS1,62.9,58,8669,7.12,7.07,4.46,1
20242,1.24,Good,G,VS2,61.3,57,8672,6.78,6.88,4.19,1
20244,1.08,Ideal,E,VS1,61.6,57,8674,6.58,6.61,4.06,1
20246,1.26,Premium,F,VS2,62.8,58,8676,6.89,6.84,4.31,1
20247,1.51,Ideal,J,VS1,61.8,59,8678,7.36,7.39,4.56,1
20248,1.55,Ideal,H,SI2,62.1,57,8678,7.39,7.43,4.6,1
20249,1.23,Ideal,F,VS1,61.3,57,8679,6.93,6.86,4.23,1
20252,1.59,Ideal,J,VS2,62.9,58,8681,7.45,7.39,4.66,1
20253,1.46,Premium,D,SI2,62,55,8683,7.32,7.23,4.51,1
20254,1.29,Very Good,G,VS2,58.7,58,8684,7.11,7.27,4.22,1
20256,1.41,Premium,H,VS2,62,58,8686,7.19,7.12,4.44,1
20257,1.52,Ideal,J,VS1,62.8,54.3,8687,7.32,7.35,4.61,1
20258,1.2,Ideal,G,VS1,62.6,54.3,8687,6.76,6.8,4.25,1
20260,1.01,Premium,F,VVS2,62,58,8688,6.45,6.36,3.97,1
20263,1.01,Premium,F,VVS2,61.8,55,8688,6.45,6.36,3.96,1
20264,1.01,Ideal,F,VVS2,61.8,56,8688,6.49,6.46,4,1
20265,1.19,Very Good,G,VVS2,61.8,59,8689,6.75,6.77,4.18,1
20266,1.71,Very Good,J,SI1,62.9,58,8690,7.58,7.64,4.79,1
20267,1.71,Premium,J,SI1,61.7,59,8690,7.63,7.7,4.73,1
20268,1.74,Premium,J,SI2,59.7,57,8690,7.88,7.8,4.68,1
20271,1.05,Premium,F,VVS2,61.3,59,8693,6.56,6.48,4,1
20273,1.52,Premium,I,SI1,60.5,60,8694,7.4,7.48,4.5,1
20274,1.11,Ideal,E,VS2,62.1,53,8698,6.67,6.69,4.14,1
20275,1.2,Ideal,G,VS1,62.4,57.1,8698,6.72,6.79,4.23,1
20276,1.21,Ideal,G,VS1,61.1,58,8699,6.9,6.87,4.21,1
20279,1.2,Ideal,G,VS1,62.4,57,8701,6.8,6.78,4.24,1
20280,1.2,Ideal,G,VS1,62,57,8701,6.81,6.78,4.21,1
20281,1.5,Very Good,F,SI2,63.1,63,8702,7.27,7.21,4.57,1
20282,1.5,Good,I,VS2,57.8,60,8702,7.54,7.5,4.35,1
20285,1.73,Good,J,SI1,65.6,55,8703,7.42,7.47,4.88,1
20287,1.27,Ideal,G,VS2,62.8,54,8705,6.92,6.87,4.33,1
20289,1.51,Good,D,SI2,64.1,61,8706,7.18,7.14,4.59,1
20290,1.01,Very Good,F,VVS1,63.4,55,8706,6.44,6.34,4.05,1
20291,1.07,Ideal,G,VVS2,61.5,56,8707,6.58,6.6,4.05,1
20292,0.91,Ideal,D,VVS2,62,54,8707,6.2,6.25,3.86,1
20293,1.13,Premium,G,VVS1,59.3,59,8709,6.79,6.87,4.05,1
20294,2.16,Ideal,H,I1,62.2,56,8709,8.31,8.26,5.15,1
20295,1.6,Ideal,H,VS2,61.2,57,8709,7.57,7.5,4.61,1
20296,1.51,Ideal,H,SI2,62.1,57,8710,7.38,7.34,4.57,1
20297,1.21,Very Good,F,VS2,60.1,55,8711,6.91,7.01,4.18,1
20299,1.2,Very Good,G,VVS2,62.4,56,8712,6.68,6.74,4.19,1
20300,1.5,Very Good,J,VVS2,61.5,60,8712,7.27,7.31,4.48,1
20301,1.33,Ideal,H,VS1,59.3,57,8714,7.22,7.18,4.27,1
20303,1.01,Fair,D,VVS2,65.4,57,8716,6.2,6.16,4.04,1
20304,1.64,Premium,I,SI1,62.4,58,8716,7.58,7.52,4.71,1
20305,1.36,Premium,H,VS2,61.9,58,8718,7.09,7.15,4.41,1
20306,1.24,Ideal,H,VS1,61,57,8719,6.91,6.95,4.23,1
20307,1.51,Good,I,VS2,62.9,57,8720,7.23,7.27,4.56,1
20308,1.12,Premium,G,VVS2,62.6,59,8721,6.61,6.58,4.13,1
20309,1.04,Premium,F,VVS2,59.2,58,8722,6.68,6.66,3.95,1
20310,1.1,Very Good,G,VVS1,60.4,57,8724,6.7,6.77,4.07,1
20312,1.06,Ideal,G,VVS2,60.3,57,8726,6.61,6.68,4.01,1
20314,1.32,Ideal,G,VS2,62.4,57,8728,7.05,6.98,4.38,1
20316,1.74,Good,I,SI2,60.1,64,8731,7.82,7.71,4.67,1
20317,1.22,Premium,F,VS2,62.3,57,8731,6.84,6.8,4.25,1
20318,1.5,Good,I,VVS2,65.4,59,8732,7.09,7.14,4.65,1
20320,1.22,Premium,F,VS2,62,58,8733,6.89,6.86,4.26,1
20321,1.51,Very Good,J,VS2,59.7,59,8735,7.51,7.47,4.47,1
20322,1.5,Good,I,SI1,64.3,55,8736,7.24,7.19,4.64,1
20323,1.5,Good,J,VS1,63.3,57,8736,7.2,7.24,4.57,1
20324,1.5,Good,I,SI1,63.8,59,8736,7.21,7.11,4.57,1
20325,1.5,Premium,I,SI1,61.2,61,8736,7.34,7.3,4.48,1
20326,1.5,Premium,I,SI1,62,62,8736,7.35,7.3,4.54,1
20327,1.5,Very Good,F,VS2,63.4,61,8736,7.12,7.08,4.5,1
20329,1,Premium,F,VVS1,62.6,58,8736,6.45,6.33,4,1
20331,1.5,Good,I,SI1,64,60,8736,7.25,7.13,4.6,1
20332,1.5,Ideal,I,SI1,64.2,59,8736,7.13,7.1,4.57,1
20333,1.5,Good,H,VS1,64.3,57,8736,7.12,7,4.54,1
20334,1.5,Ideal,G,SI2,62,57,8736,7.31,7.26,4.52,1
20335,1.5,Premium,G,SI2,60.7,61,8736,7.36,7.33,4.46,1
20337,1.25,Premium,G,VS1,60,61,8736,7.03,6.92,4.23,1
20339,1.52,Premium,D,SI2,60.2,60,8737,7.4,7.46,4.47,1
20342,1.45,Premium,G,VS1,60.5,60,8740,7.27,7.16,4.37,1
20343,1.21,Good,G,VS1,63.6,56,8741,6.8,6.72,4.3,1
20344,1.03,Ideal,D,VS1,61.5,57,8742,6.48,6.52,4,1
20345,1.51,Good,D,SI2,61.5,61,8742,7.37,7.42,4.55,1
20346,1.15,Ideal,F,VVS2,62.1,55,8743,6.69,6.74,4.17,1
20347,1.14,Ideal,G,VVS2,62.3,55,8743,6.64,6.72,4.18,1
20348,1.7,Ideal,I,SI2,60.7,59,8743,7.69,7.64,4.65,1
20350,1.02,Very Good,E,VVS2,60.3,58,8745,6.53,6.57,3.95,1
20351,1.35,Premium,H,VS1,60.5,60,8747,7.19,7.16,4.34,1
20352,1.04,Very Good,E,VVS2,62.4,58,8748,6.46,6.4,4.01,1
20353,1.55,Premium,J,VS1,62.6,59,8749,7.4,7.35,4.62,1
20354,1.5,Good,H,VS1,64.2,56,8749,7.3,7.09,4.62,1
20355,1,Good,E,VVS2,63.5,55,8750,6.31,6.36,4.02,1
20356,1.01,Good,E,VVS2,63.3,58,8752,6.31,6.39,4.02,1
20357,1.51,Ideal,I,SI1,61.2,58,8752,7.35,7.4,4.51,1
20358,1.51,Ideal,I,SI1,62.4,59,8752,7.27,7.34,4.56,1
20359,1.51,Premium,H,SI1,61.5,58,8752,7.38,7.31,4.52,1
20360,1.57,Premium,J,VS1,61.3,59,8752,7.47,7.44,4.57,1
20361,1.57,Ideal,G,SI1,61.7,55,8752,7.51,7.44,4.61,1
20362,1.09,Ideal,G,VVS2,61.8,56,8753,6.58,6.62,4.08,1
20363,1.51,Very Good,I,SI1,63,59,8758,7.26,7.31,4.59,1
20364,1.7,Ideal,J,SI1,60.9,57,8758,7.73,7.66,4.69,1
20365,1.41,Premium,G,SI1,59.5,59,8758,7.35,7.3,4.36,1
20366,1.23,Premium,G,VS1,61.3,58,8759,6.87,6.89,4.22,1
20367,1.28,Ideal,H,VVS1,61.7,55,8759,6.97,7.01,4.31,1
20369,1.5,Premium,J,VVS2,61.8,60,8760,7.36,7.33,4.54,1
20370,1.56,Ideal,J,VS1,62.5,56,8763,7.38,7.46,4.64,1
20372,0.31,Premium,G,VS1,61.2,60,625,4.3,4.33,2.64,1
20373,0.31,Good,F,VS2,63.4,56,625,4.31,4.34,2.74,1
20374,0.31,Premium,G,VS1,62.1,58,625,4.31,4.36,2.69,1
20375,0.31,Very Good,F,VS2,62.9,56,625,4.3,4.32,2.71,1
20376,0.31,Very Good,G,VS1,62,59,625,4.28,4.3,2.66,1
20377,0.31,Ideal,H,VVS2,62.4,57,625,4.32,4.36,2.71,1
20378,0.31,Ideal,F,VS2,61.5,56,625,4.34,4.37,2.68,1
20380,0.31,Ideal,F,VS2,62.6,57,625,4.29,4.33,2.7,1
20381,0.31,Premium,F,VS2,62.3,59,625,4.3,4.33,2.69,1
20382,0.31,Ideal,F,VS2,62,56,625,4.35,4.39,2.71,1
20383,0.31,Good,H,VVS2,63.6,56,625,4.28,4.33,2.74,1
20384,0.31,Very Good,H,VVS2,62.8,57,625,4.3,4.33,2.71,1
20386,0.31,Premium,G,VS1,59.5,59,625,4.4,4.47,2.64,1
20387,0.31,Premium,F,VS2,62,60,625,4.3,4.34,2.68,1
20389,0.31,Good,F,VS2,63.4,56,625,4.29,4.32,2.73,1
20390,0.31,Premium,F,VS2,62.4,58,625,4.31,4.34,2.7,1
20391,0.31,Ideal,F,VS2,61.6,55,625,4.36,4.37,2.69,1
20392,0.31,Premium,G,VS1,62.1,58,625,4.31,4.35,2.69,1
20393,0.31,Good,H,VVS2,63.7,55,625,4.28,4.32,2.74,1
20395,0.31,Very Good,F,VS2,62.8,57,625,4.34,4.36,2.73,1
20396,0.31,Very Good,G,VS1,62.8,58,625,4.27,4.3,2.69,1
20397,0.31,Premium,H,VVS2,62.4,59,625,4.31,4.35,2.7,1
20398,0.31,Ideal,H,VVS2,62.5,55,625,4.34,4.37,2.72,1
20399,0.31,Premium,H,VVS2,60.6,60,625,4.34,4.38,2.64,1
20400,0.31,Ideal,H,VVS2,61.5,56,625,4.35,4.37,2.68,1
20401,1.25,Ideal,F,VS2,62.8,57,8764,6.87,6.85,4.31,1
20402,1.31,Premium,E,SI1,62.4,58,8767,7.03,6.95,4.36,1
20403,1.02,Premium,G,VVS1,58,61,8768,6.67,6.58,3.84,1
20404,1.2,Very Good,E,VS2,60.7,59,8769,6.79,6.86,4.14,1
20405,1.51,Premium,J,VVS2,62.6,59,8770,7.31,7.33,4.58,1
20406,1.51,Premium,J,VVS2,62.5,59,8770,7.29,7.34,4.57,1
20408,1.5,Ideal,F,SI1,60.9,56,8770,7.43,7.36,4.5,1
20409,1.5,Premium,F,SI1,62.1,60,8770,7.32,7.27,4.53,1
20411,1,Very Good,F,VVS2,62.3,57,8772,6.34,6.41,3.97,1
20413,1.02,Premium,F,VVS2,60.9,59,8774,6.56,6.44,3.96,1
20414,1.31,Ideal,H,VS1,62.5,56,8774,7.03,6.95,4.37,1
20415,1.21,Ideal,G,VS1,62.6,56,8774,6.81,6.77,4.25,1
20416,1.21,Premium,G,VS1,62.7,58,8774,6.85,6.76,4.27,1
20417,1.28,Ideal,G,VS2,62.2,57,8774,6.99,6.94,4.33,1
20418,1.1,Ideal,G,VS1,61.3,56,8775,6.65,6.69,4.09,1
20419,1.06,Ideal,F,VVS2,61.1,57,8776,6.62,6.57,4.03,1
20420,1.58,Premium,H,SI2,62.4,57,8777,7.45,7.36,4.62,1
20421,1.52,Good,I,VS2,63.3,61,8778,7.23,7.27,4.59,1
20422,1.09,Ideal,G,VVS1,62.1,55,8778,6.58,6.63,4.1,1
20423,1.01,Ideal,G,IF,62.8,57,8778,6.42,6.39,4.02,1
20424,1.6,Ideal,H,SI2,61.5,55,8779,7.53,7.55,4.64,1
20427,1.5,Good,I,VS2,60.5,60,8780,7.26,7.32,4.41,1
20429,1.34,Ideal,H,VS1,61.6,57,8780,7.14,7.07,4.38,1
20430,1.58,Very Good,I,SI1,63.1,55,8782,7.42,7.45,4.69,1
20431,1.22,Ideal,F,VS2,61.5,57,8783,6.87,6.91,4.24,1
20432,1.04,Very Good,F,VVS2,62.5,58,8785,6.37,6.46,4.01,1
20433,1.12,Very Good,E,VS1,60.8,58,8788,6.69,6.73,4.08,1
20434,1.51,Very Good,J,VVS2,60.6,58,8789,7.36,7.4,4.47,1
20435,1.25,Ideal,H,VVS2,60.8,57,8789,6.95,6.99,4.24,1
20437,1.22,Very Good,G,IF,62,59,8793,6.8,6.85,4.23,1
20438,1.51,Ideal,G,SI2,60.8,57,8794,7.44,7.39,4.51,1
20439,1.64,Very Good,G,SI2,60.9,57,8794,7.57,7.61,4.62,1
20440,1.52,Very Good,I,SI1,63.7,58,8794,7.23,7.3,4.63,1
20441,1.51,Premium,G,SI2,62.8,56,8794,7.3,7.22,4.56,1
20442,1.51,Fair,G,VS2,56,65,8794,7.68,7.57,4.27,1
20443,1.51,Premium,I,SI1,62.2,60,8794,7.3,7.23,4.52,1
20444,1.51,Premium,I,SI1,62.6,60,8794,7.34,7.27,4.57,1
20445,1.51,Fair,G,SI2,65.5,55,8794,7.14,7.08,4.66,1
20446,1.51,Good,F,VS2,64,59,8794,7.16,7.08,4.56,1
20447,1.51,Ideal,G,SI2,60.5,55,8794,7.4,7.36,4.46,1
20448,1.51,Premium,I,SI1,62.7,61,8794,7.33,7.27,4.58,1
20449,1.04,Ideal,G,VVS1,62.2,55,8794,6.51,6.48,4.04,1
20450,1.22,Very Good,G,VS1,61.2,58,8795,6.84,6.86,4.19,1
20452,1.1,Ideal,F,VS1,61.5,55,8796,6.69,6.64,4.1,1
20454,1.2,Premium,F,VS2,60.4,59,8796,6.91,6.89,4.17,1
20455,1.1,Premium,D,VS2,58.2,57,8796,6.81,6.77,3.95,1
20456,1.01,Very Good,E,VVS2,63.4,57,8797,6.45,6.33,4.05,1
20457,1.24,Ideal,G,VS2,62,56,8797,6.87,6.9,4.27,1
20458,1.24,Ideal,G,VS2,62.3,57,8799,6.95,6.89,4.31,1
20459,1.53,Premium,G,SI2,61.3,59,8799,7.49,7.43,4.57,1
20460,1.71,Fair,I,SI2,65.1,60,8800,7.5,7.46,4.87,1
20461,1.16,Ideal,G,VVS2,62,56,8803,6.75,6.71,4.17,1
20462,1.17,Ideal,F,VS1,62.2,56,8806,6.77,6.74,4.2,1
20463,2.74,Fair,J,I1,64.9,61,8807,8.76,8.66,5.65,1
20464,1.6,Premium,I,SI1,60.3,59,8808,7.56,7.61,4.57,1
20465,1.54,Very Good,G,SI2,61.5,61,8808,7.35,7.42,4.54,1
20466,1.43,Premium,F,SI1,61.5,58,8809,7.27,7.22,4.45,1
20467,1.09,Ideal,E,VS1,61.3,56,8809,6.71,6.66,4.1,1
20468,1.23,Premium,G,VVS2,59.6,59,8810,6.95,6.98,4.15,1
20469,1.52,Premium,E,SI2,62,62,8810,7.2,7.13,4.44,1
20470,1.03,Ideal,E,VVS2,61.9,57,8811,6.46,6.5,4.01,1
20471,1.41,Premium,H,VS2,61.2,60,8812,7.21,7.17,4.4,1
20472,1.04,Premium,G,IF,60.7,58,8813,6.65,6.52,4,1
20473,1.59,Ideal,I,SI2,60.5,55.1,8814,7.55,7.62,4.59,1
20474,1.48,Very Good,H,SI1,62.5,59,8815,7.16,7.23,4.5,1
20478,1.48,Ideal,E,SI2,62.1,57,8818,7.35,7.28,4.54,1
20479,1.02,Ideal,D,VS1,60.8,55,8818,6.55,6.5,3.97,1
20480,1.25,Premium,G,VS2,62.6,58,8820,6.87,6.8,4.28,1
20481,1.5,Very Good,E,SI2,63.1,57,8820,7.32,7.27,4.6,1
20483,1.75,Premium,F,SI2,58,59,8820,7.97,7.92,4.61,1
20484,1.5,Premium,I,VS2,58.4,61,8820,7.48,7.42,4.35,1
20485,1.5,Premium,I,VS2,62.3,58,8820,7.31,7.26,4.54,1
20487,1.5,Premium,G,SI2,60.1,59,8820,7.38,7.36,4.43,1
20489,1.5,Good,E,SI1,64.1,56,8820,7.21,7.14,4.6,1
20490,1.01,Premium,D,VS1,61.6,58,8823,6.44,6.42,3.96,1
20491,1.21,Ideal,G,VS1,61.4,56,8824,6.84,6.9,4.22,1
20493,1.5,Very Good,E,SI2,62.7,56,8827,7.33,7.38,4.61,1
20494,1.51,Premium,F,SI1,60.9,59,8828,7.42,7.33,4.49,1
20495,1.84,Ideal,J,VS1,62.4,56,8828,7.84,7.8,4.89,1
20496,1.2,Very Good,F,VS2,62.4,58,8829,6.75,6.81,4.23,1
20497,1.59,Premium,H,SI1,61,58,8829,7.58,7.51,4.6,1
20498,1.24,Ideal,G,VS1,61.5,56,8830,6.92,6.97,4.27,1
20501,1.71,Good,J,VS2,62.8,58,8831,7.48,7.55,4.72,1
20502,1.66,Very Good,H,SI1,63.3,59,8831,7.48,7.45,4.72,1
20503,1.59,Ideal,I,SI1,62.1,57,8835,7.48,7.46,4.64,1
20504,1.64,Premium,E,SI2,61.9,61,8835,7.54,7.51,4.66,1
20505,1.51,Very Good,I,VS2,62.3,60,8836,7.29,7.35,4.56,1
20508,1.77,Premium,J,SI2,62,55,8840,7.84,7.72,4.82,1
20509,1.7,Premium,I,VS1,61.5,58,8840,7.74,7.64,4.73,1
20510,1.25,Premium,F,VS2,61.5,60,8840,6.93,6.89,4.25,1
20511,1.29,Premium,G,VS2,58.7,58,8842,7.27,7.11,4.22,1
20512,1.11,Ideal,G,VVS2,63.1,57,8843,6.55,6.6,4.15,1
20513,1.41,Very Good,H,VS2,62.5,58,8846,7.08,7.12,4.44,1
20514,1.4,Premium,H,VS2,62.9,55,8847,7.15,7.06,4.47,1
20515,1.02,Ideal,G,VVS2,62.1,54,8847,6.54,6.51,4.05,1
20516,1.71,Premium,J,SI1,62.9,58,8848,7.64,7.58,4.79,1
20517,1.54,Ideal,J,VS1,62.2,59,8848,7.34,7.38,4.58,1
20518,1.01,Very Good,E,VVS2,63.1,57,8849,6.31,6.39,4.01,1
20519,1.05,Ideal,G,IF,62.5,56,8850,6.48,6.52,4.06,1
20521,1.25,Very Good,E,VS2,61.6,57,8851,6.9,6.94,4.26,1
20522,1.11,Very Good,E,VS1,61.6,57,8852,6.59,6.63,4.07,1
20525,1.52,Premium,I,SI1,58.1,62,8852,7.61,7.56,4.41,1
20526,1.6,Premium,I,SI1,62.1,58,8852,7.51,7.47,4.65,1
20527,1.52,Premium,I,SI1,60.5,60,8852,7.48,7.4,4.5,1
20530,1.51,Good,H,SI1,62.2,61,8854,7.25,7.32,4.53,1
20531,1.23,Premium,F,VS2,59.6,58,8855,6.94,7.02,4.16,1
20532,1.46,Ideal,H,SI1,62.4,55,8855,7.26,7.22,4.52,1
20533,1.51,Very Good,I,SI1,59.3,59,8856,7.49,7.59,4.47,1
20534,1.56,Premium,D,SI2,61.1,56,8858,7.54,7.45,4.58,1
20535,1.56,Premium,I,VVS2,60.5,58,8858,7.53,7.45,4.53,1
20536,1.11,Ideal,G,VVS2,61.8,57,8858,6.67,6.64,4.11,1
20537,1.56,Premium,G,SI2,61.7,59,8858,7.51,7.43,4.61,1
20538,1.56,Ideal,I,SI1,61.4,56,8858,7.47,7.42,4.57,1
20539,1.03,Ideal,F,VVS2,61.6,56,8860,6.53,6.46,4,1
20540,1.01,Ideal,F,VS1,61.8,57,8860,6.41,6.46,3.98,1
20541,1.52,Good,J,VVS2,57.9,62,8861,7.61,7.63,4.41,1
20542,1.15,Premium,G,VVS1,60.8,58,8863,6.74,6.77,4.11,1
20543,1.21,Ideal,E,SI1,61.8,56,8863,6.82,6.86,4.23,1
20545,1.62,Ideal,H,SI2,61.8,54,8865,7.55,7.6,4.68,1
20546,1.55,Premium,I,SI1,62.5,60,8866,7.33,7.35,4.59,1
20547,1.52,Good,D,SI2,63.2,58,8868,7.25,7.31,4.6,1
20548,1.52,Very Good,D,SI2,61.2,63,8868,7.31,7.39,4.5,1
20551,1.01,Ideal,G,IF,60.8,59,8869,6.47,6.5,3.94,1
20552,1.51,Fair,E,SI1,65.3,62,8869,7.16,7.09,4.65,1
20553,2,Very Good,J,SI2,62.1,63,8870,7.96,7.85,4.91,1
20554,1.05,Ideal,F,VVS2,61.9,57,8870,6.5,6.52,4.03,1
20555,1.6,Premium,J,VS1,61.3,59,8870,7.49,7.52,4.6,1
20556,1.7,Very Good,J,SI1,61.9,59,8870,7.59,7.64,4.71,1
20559,1.21,Premium,F,VS2,60.1,55,8870,7.01,6.91,4.18,1
20562,1.55,Very Good,G,SI2,61.9,60,8873,7.31,7.36,4.54,1
20563,1.39,Premium,G,VS2,62,56,8874,7.18,7.14,4.44,1
20564,1.28,Premium,G,VS2,61.6,58,8874,7.02,6.98,4.31,1
20565,1.36,Premium,H,VS2,61.9,58,8877,7.15,7.09,4.41,1
20566,1.21,Premium,F,VS2,61.5,57,8877,6.81,6.74,4.17,1
20567,1.51,Ideal,I,VS2,62.9,57,8879,7.27,7.23,4.56,1
20569,1.51,Fair,I,VS2,64.8,60,8879,7.18,7.1,4.63,1
20570,1.21,Premium,F,VS1,61.3,57,8879,6.9,6.86,4.22,1
20572,1.21,Very Good,E,VS2,61.5,59,8886,6.82,6.88,4.21,1
20573,1.6,Ideal,J,VS2,61.9,55,8886,7.51,7.54,4.66,1
20574,1.24,Ideal,E,VS2,62.7,58,8887,6.79,6.86,4.28,1
20575,1.29,Ideal,H,VS1,61.2,57,8887,7.01,7.05,4.3,1
20576,1.58,Premium,H,SI2,60.4,58,8887,7.6,7.52,4.57,1
20577,1.71,Premium,J,VS2,60.3,61,8887,7.74,7.69,4.65,1
20579,1,Premium,E,VVS2,61.6,59,8888,6.42,6.46,3.97,1
20580,1.51,Ideal,J,SI1,62.6,54,8888,7.26,7.35,4.57,1
20582,1.78,Premium,J,SI2,62.6,58,8889,7.78,7.72,4.85,1
20583,1.5,Ideal,H,VS1,62.1,57,8891,7.37,7.23,4.53,1
20588,1.07,Ideal,G,VVS1,60.9,56,8895,6.6,6.67,4.04,1
20589,1.74,Ideal,I,SI2,61.6,57,8896,7.67,7.74,4.75,1
20591,1.5,Very Good,J,VS1,63.3,57,8896,7.24,7.2,4.57,1
20593,1.63,Premium,I,VS1,60.9,58,8900,7.63,7.58,4.63,1
20594,1.72,Ideal,J,SI1,62,57,8900,7.66,7.62,4.74,1
20595,1.25,Good,G,VS1,63.4,55,8901,6.87,6.92,4.37,1
20596,1.66,Very Good,I,SI1,63,57,8901,7.45,7.5,4.71,1
20597,1.21,Good,E,VS1,61.7,58,8902,6.73,6.78,4.17,1
20598,1.15,Ideal,F,VVS2,62.1,55,8903,6.74,6.69,4.17,1
20599,1.51,Good,H,VS2,63.6,61,8904,7.08,7.03,4.49,1
20600,1.6,Ideal,J,VS1,62.1,57,8904,7.46,7.54,4.66,1
20601,1.01,Premium,F,VVS2,59.9,58,8905,6.54,6.49,3.9,1
20604,1.5,Good,E,SI2,63,59,8910,7.18,7.24,4.54,1
20605,1.5,Good,E,SI2,63.9,58,8910,7.21,7.26,4.62,1
20606,1.5,Good,I,VS1,63.3,58,8910,7.19,7.24,4.57,1
20607,1,Very Good,E,VVS2,63.5,55,8910,6.36,6.31,4.02,1
20608,1.7,Ideal,D,SI2,60.7,56,8911,7.78,7.71,4.7,1
20609,1.2,Premium,G,VS1,62,58,8911,6.76,6.73,4.18,1
20610,1.53,Premium,I,SI1,62.9,59,8911,7.36,7.32,4.62,1
20611,1.53,Premium,I,SI1,60.8,59,8911,7.54,7.49,4.57,1
20612,1.53,Premium,I,SI1,61.5,59,8911,7.39,7.32,4.52,1
20613,1.14,Very Good,F,VVS2,63.3,56,8912,6.56,6.71,4.2,1
20615,1.27,Ideal,G,VS2,62,58,8915,6.89,6.95,4.29,1
20616,1.3,Ideal,H,VS1,61.3,59,8915,6.97,7.03,4.29,1
20617,1.52,Good,H,SI1,64.1,59,8915,7.11,7.18,4.58,1
20618,1.51,Very Good,E,SI2,60.6,58,8916,7.41,7.43,4.5,1
20619,1.54,Premium,I,VS2,61.7,59,8917,7.4,7.34,4.55,1
20621,1.23,Premium,G,VS1,61.3,58,8919,6.89,6.87,4.22,1
20622,1.23,Ideal,H,VVS1,61.4,56,8920,6.89,6.91,4.24,1
20623,1.5,Good,I,VS2,61.3,61,8920,7.31,7.38,4.5,1
20624,1.04,Ideal,G,IF,62.1,54,8921,6.53,6.55,4.06,1
20625,1.01,Very Good,F,VVS2,62.3,56,8922,6.38,6.42,3.99,1
20626,1.01,Very Good,F,VVS2,61.8,58,8922,6.44,6.48,3.99,1
20627,1.31,Ideal,G,VS2,61.9,56,8922,7.05,7.08,4.37,1
20628,1.54,Ideal,G,SI2,62.3,60,8923,7.29,7.34,4.56,1
20629,1,Premium,F,VVS2,60.6,54,8924,6.56,6.52,3.96,1
20630,1,Premium,F,VVS2,60.6,54,8924,6.56,6.52,3.96,1
20631,1.59,Ideal,J,VS1,62.1,55,8925,7.47,7.51,4.65,1
20632,1.39,Premium,F,SI1,62.4,59,8925,7.14,7.09,4.44,1
20634,1.27,Very Good,F,VS2,60.7,61,8928,6.97,7.01,4.24,1
20635,1.28,Ideal,H,VVS1,61.3,55,8928,7.01,7.06,4.31,1
20636,1.2,Very Good,G,VVS1,63.3,59,8928,6.72,6.64,4.23,1
20637,1.24,Very Good,F,VS2,59.6,59,8929,7,7.07,4.19,1
20638,1.51,Premium,J,VVS2,62.5,59,8930,7.34,7.29,4.57,1
20639,1.51,Premium,J,VVS2,62.9,58,8930,7.33,7.21,4.57,1
20641,1.34,Ideal,D,SI1,62.2,57,8930,7.07,6.95,4.36,1
20643,1.05,Ideal,G,VVS1,61.2,57,8931,6.54,6.57,4.01,1
20644,1.1,Ideal,G,VVS2,62,56,8932,6.68,6.64,4.13,1
20646,1.58,Premium,H,VS2,60.5,58,8936,7.57,7.54,4.57,1
20647,1.2,Premium,G,VS1,63,61,8938,6.62,6.59,4.16,1
20649,1.52,Very Good,I,VS2,63.3,61,8938,7.27,7.23,4.59,1
20650,1.02,Very Good,F,VVS2,62.9,59,8940,6.37,6.42,4.02,1
20651,1.27,Very Good,G,VVS2,62.5,57,8941,6.86,6.91,4.3,1
20652,1.25,Very Good,G,VS2,62.2,57,8941,6.84,6.88,4.27,1
20655,1.01,Good,D,VVS2,63.7,57,8943,6.29,6.36,4.03,1
20656,1.53,Ideal,J,VS1,62.4,54,8943,7.34,7.38,4.59,1
20657,1.04,Premium,F,VVS2,62.5,58,8946,6.46,6.37,4.01,1
20659,1.17,Ideal,G,VVS2,61.7,55,8947,6.74,6.77,4.17,1
20660,2.01,Very Good,J,SI2,59.3,63,8949,8.28,8.22,4.89,1
20661,1,Very Good,F,VVS2,63,59,8950,6.33,6.36,4,1
20662,1.21,Ideal,H,VVS2,61.3,56,8950,6.85,6.89,4.21,1
20663,1.22,Premium,D,VS2,59.6,60,8950,6.97,6.95,4.15,1
20664,1.39,Very Good,H,VS2,59.5,61,8951,7.27,7.33,4.34,1
20665,1.51,Ideal,H,SI2,61.9,56,8951,7.31,7.36,4.54,1
20666,1.51,Good,I,VS2,62.2,59,8951,7.19,7.3,4.51,1
20668,1.33,Very Good,G,VS2,61.7,59,8953,7.04,7.09,4.36,1
20669,1.14,Ideal,F,VS1,61.1,55,8953,6.74,6.78,4.13,1
20671,1.56,Premium,H,SI2,58.8,59,8954,7.64,7.6,4.48,1
